"district","school","id","year","grads","college","mncollege","remedial"
"Mountain Iron-Buhl School District","MOUNTAIN IRON-BUHL SECONDARY","0712-01-003",2011,25,18,18,"fewer than 10"
"Mountain Iron-Buhl School District","MOUNTAIN IRON-BUHL SECONDARY","0712-01-003",2012,42,27,24,"fewer than 10"
"Mountain Lake Public Schools","MOUNTAIN LAKE SECONDARY","0173-01-020",2006,46,31,23,"fewer than 10"
"Mountain Lake Public Schools","MOUNTAIN LAKE SECONDARY","0173-01-020",2007,22,15,"fewer than 10","fewer than 10"
"Mountain Lake Public Schools","MOUNTAIN LAKE SECONDARY","0173-01-020",2008,37,31,23,"fewer than 10"
"Mountain Lake Public Schools","MOUNTAIN LAKE SECONDARY","0173-01-020",2009,27,19,13,"fewer than 10"
"Mountain Lake Public Schools","MOUNTAIN LAKE SECONDARY","0173-01-020",2010,35,28,15,"fewer than 10"
"Mountain Lake Public Schools","MOUNTAIN LAKE SECONDARY","0173-01-020",2011,24,14,12,"fewer than 10"
"Mountain Lake Public Schools","MOUNTAIN LAKE SECONDARY","0173-01-020",2012,38,26,16,"fewer than 10"
"Murray County Central School Dist.","MURRAY COUNTY CENTRAL SECONDARY","2169-01-020",2006,42,38,31,"fewer than 10"
"Murray County Central School Dist.","MURRAY COUNTY CENTRAL SECONDARY","2169-01-020",2007,56,46,35,10
"Murray County Central School Dist.","MURRAY COUNTY CENTRAL SECONDARY","2169-01-020",2008,57,47,29,"fewer than 10"
"Murray County Central School Dist.","MURRAY COUNTY CENTRAL SECONDARY","2169-01-020",2009,61,49,34,13
"Murray County Central School Dist.","MURRAY COUNTY CENTRAL SECONDARY","2169-01-020",2010,56,46,28,"fewer than 10"
"Murray County Central School Dist.","MURRAY COUNTY CENTRAL SECONDARY","2169-01-020",2011,53,48,29,"fewer than 10"
"Murray County Central School Dist.","MURRAY COUNTY CENTRAL SECONDARY","2169-01-020",2012,59,51,35,"fewer than 10"
"Nashwauk-Keewatin School District","NASHWAUK SECONDARY","0319-01-050",2006,47,36,32,"fewer than 10"
"Nashwauk-Keewatin School District","NASHWAUK SECONDARY","0319-01-050",2007,45,30,25,"fewer than 10"
"Nashwauk-Keewatin School District","NASHWAUK SECONDARY","0319-01-050",2008,46,32,31,17
"Nashwauk-Keewatin School District","NASHWAUK SECONDARY","0319-01-050",2009,41,31,30,13
"Nashwauk-Keewatin School District","NASHWAUK SECONDARY","0319-01-050",2010,46,38,37,14
"Nashwauk-Keewatin School District","NASHWAUK SECONDARY","0319-01-050",2011,35,30,29,12
"Nashwauk-Keewatin School District","NASHWAUK SECONDARY","0319-01-050",2012,35,26,23,11
"Nevis Public School District","NEVIS SECONDARY","0308-01-020",2006,35,20,18,"fewer than 10"
"Nevis Public School District","NEVIS SECONDARY","0308-01-020",2007,38,24,17,"fewer than 10"
"Nevis Public School District","NEVIS SECONDARY","0308-01-020",2008,35,25,22,"fewer than 10"
"Nevis Public School District","NEVIS SECONDARY","0308-01-020",2009,40,31,26,"fewer than 10"
"Nevis Public School District","NEVIS SECONDARY","0308-01-020",2010,35,24,20,"fewer than 10"
"Nevis Public School District","NEVIS SECONDARY","0308-01-020",2011,38,30,22,10
"Nevis Public School District","NEVIS SECONDARY","0308-01-020",2012,32,23,18,"fewer than 10"
"New Century Academy","NEW CENTURY ACADEMY","4093-07-010",2006,20,12,11,"fewer than 10"
"New Century Academy","NEW CENTURY ACADEMY","4093-07-010",2007,26,24,21,"fewer than 10"
"New Century Academy","NEW CENTURY ACADEMY","4093-07-010",2008,17,"fewer than 10","fewer than 10","fewer than 10"
"New Century Academy","NEW CENTURY ACADEMY","4093-07-010",2009,19,14,12,"fewer than 10"
"New Century Academy","NEW CENTURY ACADEMY","4093-07-010",2010,19,13,12,"fewer than 10"
"New Century Academy","NEW CENTURY ACADEMY","4093-07-010",2011,18,13,11,"fewer than 10"
"New Century Academy","NEW CENTURY ACADEMY","4093-07-010",2012,24,18,15,"fewer than 10"
"New Heights School, Inc.","NEW HEIGHTS SCHOOL, INC.","4003-07-010",2006,26,"fewer than 10","fewer than 10","fewer than 10"
"New Heights School, Inc.","NEW HEIGHTS SCHOOL, INC.","4003-07-010",2007,16,"fewer than 10","fewer than 10","fewer than 10"
"New Heights School, Inc.","NEW HEIGHTS SCHOOL, INC.","4003-07-010",2008,14,"fewer than 10","fewer than 10","fewer than 10"
"New Heights School, Inc.","NEW HEIGHTS SCHOOL, INC.","4003-07-010",2009,19,10,"fewer than 10","fewer than 10"
"New Heights School, Inc.","NEW HEIGHTS SCHOOL, INC.","4003-07-010",2010,16,"fewer than 10","fewer than 10","fewer than 10"
"New Heights School, Inc.","NEW HEIGHTS SCHOOL, INC.","4003-07-010",2011,14,"fewer than 10","fewer than 10","fewer than 10"
"New Heights School, Inc.","NEW HEIGHTS SCHOOL, INC.","4003-07-010",2012,18,"fewer than 10","fewer than 10","fewer than 10"
"New London-Spicer School District","NEW LONDON-SPICER SR.","0345-01-030",2006,127,111,94,17
"New London-Spicer School District","NEW LONDON-SPICER SR.","0345-01-030",2007,120,104,91,27
"New London-Spicer School District","NEW LONDON-SPICER SR.","0345-01-030",2008,130,108,92,26
"New London-Spicer School District","NEW LONDON-SPICER SR.","0345-01-030",2009,136,113,92,32
"New London-Spicer School District","NEW LONDON-SPICER SR.","0345-01-030",2010,120,105,85,26
"New London-Spicer School District","NEW LONDON-SPICER SR.","0345-01-030",2011,118,99,73,28
"New London-Spicer School District","NEW LONDON-SPICER SR.","0345-01-030",2012,108,92,80,13
"New Prague Area Schools","NEW PRAGUE SENIOR HIGH","0721-01-029",2006,224,185,151,32
"New Prague Area Schools","NEW PRAGUE SENIOR HIGH","0721-01-029",2007,211,174,138,36
"New Prague Area Schools","NEW PRAGUE SENIOR HIGH","0721-01-029",2008,256,210,168,30
"New Prague Area Schools","NEW PRAGUE SENIOR HIGH","0721-01-029",2009,219,191,160,25
"New Prague Area Schools","NEW PRAGUE SENIOR HIGH","0721-01-029",2010,245,210,165,28
"New Prague Area Schools","NEW PRAGUE SENIOR HIGH","0721-01-029",2011,252,211,171,31
"New Prague Area Schools","NEW PRAGUE SENIOR HIGH","0721-01-029",2012,251,209,169,31
"New Ulm Public School District","NEW ULM HIGH SCHOOL","0088-01-050",2006,219,170,143,39
"New Ulm Public School District","NEW ULM HIGH SCHOOL","0088-01-050",2007,197,150,120,42
"New Ulm Public School District","NEW ULM HIGH SCHOOL","0088-01-050",2008,175,132,102,25
"New Ulm Public School District","NEW ULM HIGH SCHOOL","0088-01-050",2009,183,132,108,44
"New Ulm Public School District","NEW ULM HIGH SCHOOL","0088-01-050",2010,177,152,121,28
"New Ulm Public School District","NEW ULM HIGH SCHOOL","0088-01-050",2011,152,113,85,20
"New Ulm Public School District","NEW ULM HIGH SCHOOL","0088-01-050",2012,162,132,85,16
"New York Mills Public School Dist.","NEW YORK MILLS SECONDARY","0553-01-020",2006,54,46,39,"fewer than 10"
"New York Mills Public School Dist.","NEW YORK MILLS SECONDARY","0553-01-020",2007,57,49,40,"fewer than 10"
"New York Mills Public School Dist.","NEW YORK MILLS SECONDARY","0553-01-020",2008,61,43,35,"fewer than 10"
"New York Mills Public School Dist.","NEW YORK MILLS SECONDARY","0553-01-020",2009,47,33,27,"fewer than 10"
"New York Mills Public School Dist.","NEW YORK MILLS SECONDARY","0553-01-020",2010,55,38,32,"fewer than 10"
"New York Mills Public School Dist.","NEW YORK MILLS SECONDARY","0553-01-020",2011,49,30,27,"fewer than 10"
"New York Mills Public School Dist.","NEW YORK MILLS SECONDARY","0553-01-020",2012,40,21,19,"fewer than 10"
"Nicollet Public School District","NICOLLET SENIOR HIGH SCHOOL","0507-01-020",2006,29,23,21,"fewer than 10"
"Nicollet Public School District","NICOLLET SENIOR HIGH SCHOOL","0507-01-020",2007,30,21,20,"fewer than 10"
"Nicollet Public School District","NICOLLET SENIOR HIGH SCHOOL","0507-01-020",2008,33,24,22,"fewer than 10"
"Nicollet Public School District","NICOLLET SENIOR HIGH SCHOOL","0507-01-020",2009,25,19,18,"fewer than 10"
"Nicollet Public School District","NICOLLET SENIOR HIGH SCHOOL","0507-01-020",2010,34,21,19,"fewer than 10"
"Nicollet Public School District","NICOLLET SENIOR HIGH SCHOOL","0507-01-020",2011,24,14,11,"fewer than 10"
"Nicollet Public School District","NICOLLET SENIOR HIGH SCHOOL","0507-01-020",2012,24,19,16,"fewer than 10"
"Norman County East School District","NORMAN COUNTY EAST SECONDARY","2215-01-002",2006,32,22,14,"fewer than 10"
"Norman County East School District","NORMAN COUNTY EAST SECONDARY","2215-01-002",2007,31,19,14,"fewer than 10"
"Norman County East School District","NORMAN COUNTY EAST SECONDARY","2215-01-002",2008,14,11,"fewer than 10","fewer than 10"
"Norman County East School District","NORMAN COUNTY EAST SECONDARY","2215-01-002",2009,29,23,14,"fewer than 10"
"Norman County East School District","NORMAN COUNTY EAST SECONDARY","2215-01-002",2010,30,21,13,"fewer than 10"
"Norman County East School District","NORMAN COUNTY EAST SECONDARY","2215-01-002",2011,25,17,14,"fewer than 10"
"Norman County East School District","NORMAN COUNTY EAST SECONDARY","2215-01-002",2012,28,25,16,"fewer than 10"
"Norman County West School District","NORMAN COUNTY WEST SECONDARY","2527-01-020",2006,28,13,"fewer than 10","fewer than 10"
"Norman County West School District","NORMAN COUNTY WEST SECONDARY","2527-01-020",2007,29,15,13,"fewer than 10"
"Norman County West School District","NORMAN COUNTY WEST SECONDARY","2527-01-020",2008,27,18,11,"fewer than 10"
"Norman County West School District","NORMAN COUNTY WEST SECONDARY","2527-01-020",2009,31,23,11,"fewer than 10"
"Norman County West School District","NORMAN COUNTY WEST SECONDARY","2527-01-020",2010,19,11,"fewer than 10","fewer than 10"
"Norman County West School District","NORMAN COUNTY WEST SECONDARY","2527-01-020",2011,14,"fewer than 10","fewer than 10","fewer than 10"
"Norman County West School District","NORMAN COUNTY WEST SECONDARY","2527-01-020",2012,20,16,13,"fewer than 10"
"North Branch Public Schools","NORTH BRANCH SENIOR HIGH","0138-01-030",2006,243,178,152,43
"North Branch Public Schools","NORTH BRANCH SENIOR HIGH","0138-01-030",2007,229,156,126,55
"North Branch Public Schools","NORTH BRANCH SENIOR HIGH","0138-01-030",2008,247,181,140,46
"North Branch Public Schools","NORTH BRANCH SENIOR HIGH","0138-01-030",2009,246,181,141,40
"North Branch Public Schools","NORTH BRANCH SENIOR HIGH","0138-01-030",2010,223,169,139,38
"North Branch Public Schools","NORTH BRANCH SENIOR HIGH","0138-01-030",2011,235,185,143,36
"North Branch Public Schools","NORTH BRANCH SENIOR HIGH","0138-01-030",2012,181,137,105,32
"NORTH ST PAUL-MAPLEWOOD OAKDALE PUBLIC SCHOOL DISTRICT","622 ALTERNATIVE MIDDLE/HIGH SCHOOL","0622-01-040",2006,51,15,12,"fewer than 10"
"NORTH ST PAUL-MAPLEWOOD OAKDALE PUBLIC SCHOOL DISTRICT","622 ALTERNATIVE MIDDLE/HIGH SCHOOL","0622-01-040",2007,54,19,13,"fewer than 10"
"NORTH ST PAUL-MAPLEWOOD OAKDALE PUBLIC SCHOOL DISTRICT","622 ALTERNATIVE MIDDLE/HIGH SCHOOL","0622-01-040",2008,55,24,16,"fewer than 10"
"NORTH ST PAUL-MAPLEWOOD OAKDALE PUBLIC SCHOOL DISTRICT","622 ALTERNATIVE MIDDLE/HIGH SCHOOL","0622-01-040",2009,55,31,23,14
"NORTH ST PAUL-MAPLEWOOD OAKDALE PUBLIC SCHOOL DISTRICT","622 ALTERNATIVE MIDDLE/HIGH SCHOOL","0622-01-040",2010,53,22,15,"fewer than 10"
"NORTH ST PAUL-MAPLEWOOD OAKDALE PUBLIC SCHOOL DISTRICT","622 ALTERNATIVE MIDDLE/HIGH SCHOOL","0622-01-040",2011,90,42,33,14
"NORTH ST PAUL-MAPLEWOOD OAKDALE PUBLIC SCHOOL DISTRICT","622 ALTERNATIVE MIDDLE/HIGH SCHOOL","0622-01-040",2012,53,19,13,"fewer than 10"
"NORTH ST PAUL-MAPLEWOOD OAKDALE PUBLIC SCHOOL DISTRICT","NORTH SENIOR HIGH","0622-01-057",2006,419,354,256,113
"NORTH ST PAUL-MAPLEWOOD OAKDALE PUBLIC SCHOOL DISTRICT","NORTH SENIOR HIGH","0622-01-057",2007,381,322,236,97
"NORTH ST PAUL-MAPLEWOOD OAKDALE PUBLIC SCHOOL DISTRICT","NORTH SENIOR HIGH","0622-01-057",2008,436,347,262,84
"NORTH ST PAUL-MAPLEWOOD OAKDALE PUBLIC SCHOOL DISTRICT","NORTH SENIOR HIGH","0622-01-057",2009,419,366,268,98
"NORTH ST PAUL-MAPLEWOOD OAKDALE PUBLIC SCHOOL DISTRICT","NORTH SENIOR HIGH","0622-01-057",2010,424,366,268,106
"NORTH ST PAUL-MAPLEWOOD OAKDALE PUBLIC SCHOOL DISTRICT","NORTH SENIOR HIGH","0622-01-057",2011,437,367,266,87
"NORTH ST PAUL-MAPLEWOOD OAKDALE PUBLIC SCHOOL DISTRICT","NORTH SENIOR HIGH","0622-01-057",2012,415,334,251,61
"NORTH ST PAUL-MAPLEWOOD OAKDALE PUBLIC SCHOOL DISTRICT","TARTAN SENIOR HIGH","0622-01-058",2006,315,267,196,76
"NORTH ST PAUL-MAPLEWOOD OAKDALE PUBLIC SCHOOL DISTRICT","TARTAN SENIOR HIGH","0622-01-058",2007,371,318,243,71
"NORTH ST PAUL-MAPLEWOOD OAKDALE PUBLIC SCHOOL DISTRICT","TARTAN SENIOR HIGH","0622-01-058",2008,361,311,233,81
"NORTH ST PAUL-MAPLEWOOD OAKDALE PUBLIC SCHOOL DISTRICT","TARTAN SENIOR HIGH","0622-01-058",2009,355,307,219,75
"NORTH ST PAUL-MAPLEWOOD OAKDALE PUBLIC SCHOOL DISTRICT","TARTAN SENIOR HIGH","0622-01-058",2010,358,314,247,84
"NORTH ST PAUL-MAPLEWOOD OAKDALE PUBLIC SCHOOL DISTRICT","TARTAN SENIOR HIGH","0622-01-058",2011,343,304,214,69
"NORTH ST PAUL-MAPLEWOOD OAKDALE PUBLIC SCHOOL DISTRICT","TARTAN SENIOR HIGH","0622-01-058",2012,351,289,214,51
"Northeast Metro 916","EAST VIEW ACADEMY","0916-06-063",2006,59,18,18,"fewer than 10"
"Northeast Metro 916","EAST VIEW ACADEMY","0916-06-063",2007,74,23,23,11
"Northeast Metro 916","EAST VIEW ACADEMY","0916-06-063",2008,76,30,30,18
"Northeast Metro 916","EAST VIEW ACADEMY","0916-06-063",2009,43,15,15,"fewer than 10"
"Northeast Metro 916","EAST VIEW ACADEMY","0916-06-063",2010,36,15,15,"fewer than 10"
"Northeast Metro 916","EAST VIEW ACADEMY","0916-06-063",2011,41,18,18,11
"Northeast Metro 916","EAST VIEW ACADEMY","0916-06-063",2012,22,"fewer than 10","fewer than 10","fewer than 10"
"Northfield Public School District","NORTHFIELD AREA LEARNING CENTER","0659-01-085",2006,18,"fewer than 10","fewer than 10","fewer than 10"
"Northfield Public School District","NORTHFIELD AREA LEARNING CENTER","0659-01-085",2007,31,10,10,"fewer than 10"
"Northfield Public School District","NORTHFIELD AREA LEARNING CENTER","0659-01-085",2008,28,"fewer than 10","fewer than 10","fewer than 10"
"Northfield Public School District","NORTHFIELD AREA LEARNING CENTER","0659-01-085",2009,36,"fewer than 10","fewer than 10","fewer than 10"
"Northfield Public School District","NORTHFIELD AREA LEARNING CENTER","0659-01-085",2010,29,"fewer than 10","fewer than 10","fewer than 10"
"Northfield Public School District","NORTHFIELD AREA LEARNING CENTER","0659-01-085",2011,28,10,10,"fewer than 10"
"Northfield Public School District","NORTHFIELD AREA LEARNING CENTER","0659-01-085",2012,27,"fewer than 10","fewer than 10","fewer than 10"
"Northfield Public School District","NORTHFIELD SENIOR HIGH","0659-01-001",2006,281,236,153,32
"Northfield Public School District","NORTHFIELD SENIOR HIGH","0659-01-001",2007,291,237,153,33
"Northfield Public School District","NORTHFIELD SENIOR HIGH","0659-01-001",2008,282,239,155,36
"Northfield Public School District","NORTHFIELD SENIOR HIGH","0659-01-001",2009,282,246,125,26
"Northfield Public School District","NORTHFIELD SENIOR HIGH","0659-01-001",2010,304,272,172,30
"Northfield Public School District","NORTHFIELD SENIOR HIGH","0659-01-001",2011,278,227,143,17
"Northfield Public School District","NORTHFIELD SENIOR HIGH","0659-01-001",2012,272,227,148,13
"Northland Community Schools","NORTHLAND SECONDARY","0118-01-020",2006,42,28,25,"fewer than 10"
"Northland Community Schools","NORTHLAND SECONDARY","0118-01-020",2007,42,25,24,"fewer than 10"
"Northland Community Schools","NORTHLAND SECONDARY","0118-01-020",2008,34,22,21,"fewer than 10"
"Northland Community Schools","NORTHLAND SECONDARY","0118-01-020",2009,40,31,24,"fewer than 10"
"Northland Community Schools","NORTHLAND SECONDARY","0118-01-020",2010,37,31,29,"fewer than 10"
"Northland Community Schools","NORTHLAND SECONDARY","0118-01-020",2011,43,29,26,"fewer than 10"
"Northland Community Schools","NORTHLAND SECONDARY","0118-01-020",2012,23,13,10,"fewer than 10"
"Northwest Passage High School","NORTHWEST PASSAGE HIGH SCHOOL","4049-07-010",2006,30,"fewer than 10","fewer than 10","fewer than 10"
"Northwest Passage High School","NORTHWEST PASSAGE HIGH SCHOOL","4049-07-010",2007,19,"fewer than 10","fewer than 10","fewer than 10"
"Northwest Passage High School","NORTHWEST PASSAGE HIGH SCHOOL","4049-07-010",2008,17,"fewer than 10","fewer than 10","fewer than 10"
"Northwest Passage High School","NORTHWEST PASSAGE HIGH SCHOOL","4049-07-010",2009,35,19,15,"fewer than 10"
"Northwest Passage High School","NORTHWEST PASSAGE HIGH SCHOOL","4049-07-010",2010,29,15,10,"fewer than 10"
"Northwest Passage High School","NORTHWEST PASSAGE HIGH SCHOOL","4049-07-010",2011,41,22,17,14
"Northwest Passage High School","NORTHWEST PASSAGE HIGH SCHOOL","4049-07-010",2012,28,12,10,"fewer than 10"
"NRHEG School District","NRHEG SECONDARY","2168-01-003",2006,79,59,46,"fewer than 10"
"NRHEG School District","NRHEG SECONDARY","2168-01-003",2007,62,45,34,"fewer than 10"
"NRHEG School District","NRHEG SECONDARY","2168-01-003",2008,81,64,45,13
"NRHEG School District","NRHEG SECONDARY","2168-01-003",2009,73,59,47,14
"NRHEG School District","NRHEG SECONDARY","2168-01-003",2010,67,52,38,14
"NRHEG School District","NRHEG SECONDARY","2168-01-003",2011,67,51,40,11
"NRHEG School District","NRHEG SECONDARY","2168-01-003",2012,69,55,43,12
"Ogilvie Public School District","OGILVIE SECONDARY","0333-01-020",2006,50,30,29,"fewer than 10"
"Ogilvie Public School District","OGILVIE SECONDARY","0333-01-020",2007,52,33,30,"fewer than 10"
"Ogilvie Public School District","OGILVIE SECONDARY","0333-01-020",2008,41,24,21,"fewer than 10"
"Ogilvie Public School District","OGILVIE SECONDARY","0333-01-020",2009,55,35,28,"fewer than 10"
"Ogilvie Public School District","OGILVIE SECONDARY","0333-01-020",2010,55,39,29,11
"Ogilvie Public School District","OGILVIE SECONDARY","0333-01-020",2011,42,28,23,"fewer than 10"
"Ogilvie Public School District","OGILVIE SECONDARY","0333-01-020",2012,53,29,26,10
"Oklee Public School District","RED LAKE COUNTY CENTRAL HIGH SCHOOL","0627-01-020",2006,29,22,13,"fewer than 10"
"Oklee Public School District","RED LAKE COUNTY CENTRAL HIGH SCHOOL","0627-01-020",2007,30,20,12,"fewer than 10"
"Oklee Public School District","RED LAKE COUNTY CENTRAL HIGH SCHOOL","0627-01-020",2008,26,16,11,"fewer than 10"
"Oklee Public School District","RED LAKE COUNTY CENTRAL HIGH SCHOOL","0627-01-020",2009,17,11,"fewer than 10","fewer than 10"
"Oklee Public School District","RED LAKE COUNTY CENTRAL HIGH SCHOOL","0627-01-020",2010,24,14,"fewer than 10","fewer than 10"
"Oklee Public School District","RED LAKE COUNTY CENTRAL HIGH SCHOOL","0627-01-020",2011,23,16,13,"fewer than 10"
"Oklee Public School District","RED LAKE COUNTY CENTRAL HIGH SCHOOL","0627-01-020",2012,18,12,"fewer than 10","fewer than 10"
